Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,G,PA,AB,H,HR,R,RBI,BB,HBP,SB,AVG,HittingTeamId
Jack Suwinski,PIT,OF,FA,26,,,,,,,,,,,,,,,
Jace Jung,DET,3B,FA,24,,,,,,,,,,,,,,,
Travis Jankowski,CHC,OF,FA,33,,,,,,,,,,,,,,,
David Peralta,(N/A),OF,FA,37,,,,,,,,,,,,,,,
Ben Rortvedt,TB,C,FA,27,,,,,,,,,,,,,,,
Kevin Kiermaier,(N/A),OF,FA,34,,,,,,,,,,,,,,,
Luisangel Acuna,NYM,SS,FA,22,,,,,,,,,,,,,,,
Oswald Peraza,NYY,3B,FA,24,,,,,,,,,,,,,,,
Dalton Rushing,LAD,"C,OF",FA,24,,,,,,,,,,,,,,,
Daz Cameron,BAL,OF,FA,28,,,,,,,,,,,,,,,
Yasmani Grandal,(N/A),C,FA,36,,,,,,,,,,,,,,,
DJ LeMahieu,NYY,"1B,3B",FA,36,,,,,,,,,,,,,,,
Stuart Fairchild,CIN,OF,FA,28,,,,,,,,,,,,,,,
Nick Senzel,(N/A),3B,FA,29,,,,,,,,,,,,,,,
Rob Refsnyder,BOS,OF,FA,33,,,,,,,,,,,,,,,
Lenyn Sosa,CHW,"2B,3B",FA,25,,,,,,,,,,,,,,,
Vidal Brujan,CHC,"2B,SS,OF",FA,27,,,,,,,,,,,,,,,
Trent Grisham,NYY,OF,FA,28,,,,,,,,,,,,,,,
Cavan Biggio,KC,2B,FA,29,,,,,,,,,,,,,,,
Jason Heyward,SD,OF,FA,35,,,,,,,,,,,,,,,
Tyler Nevin,(N/A),"1B,3B,OF",FA,27,,,,,,,,,,,,,,,
Ramon Urias,BAL,3B,FA,30,,,,,,,,,,,,,,,
Edgar Quero,CHW,C,FA,21,,,,,,,,,,,,,,,
Oscar Colas,CHW,OF,FA,26,,,,,,,,,,,,,,,
Kyle Teel,CHW,C,FA,23,,,,,,,,,,,,,,,
Jon Berti,CHC,3B,FA,35,,,,,,,,,,,,,,,
Dillon Dingler,DET,C,FA,26,,,,,,,,,,,,,,,
Javier Baez,DET,SS,FA,32,,,,,,,,,,,,,,,
DaShawn Keirsey,MIN,OF,FA,27,,,,,,,,,,,,,,,
Everson Pereira,NYY,OF,FA,23,,,,,,,,,,,,,,,
Jacob Stallings,COL,C,FA,35,,,,,,,,,,,,,,,
Brett Baty,NYM,3B,FA,25,,,,,,,,,,,,,,,
Thomas Saggese,STL,2B,FA,22,,,,,,,,,,,,,,,
Jordan Beck,COL,OF,FA,23,,,,,,,,,,,,,,,
Pedro Leon,HOU,OF,FA,26,,,,,,,,,,,,,,,
Robbie Grossman,(N/A),OF,FA,35,,,,,,,,,,,,,,,
Michael A. Taylor,CHW,OF,FA,33,,,,,,,,,,,,,,,
Drew Romo,COL,C,FA,23,,,,,,,,,,,,,,,
Tyler Wade,SD,"3B,OF",FA,30,,,,,,,,,,,,,,,
Ji-Hwan Bae,PIT,OF,FA,25,,,,,,,,,,,,,,,
Andy Ibanez,DET,2B,FA,31,,,,,,,,,,,,,,,
Yan Gomes,(N/A),C,FA,37,,,,,,,,,,,,,,,
Henry Davis,PIT,C,FA,25,,,,,,,,,,,,,,,
Anthony Rendon,LAA,3B,FA,34,,,,,,,,,,,,,,,
Marcelo Mayer,BOS,SS,TBBC,22,,,,,,,,,,,,,,,
Jared Serna,MIA,SS,FA,22,,,,,,,,,,,,,,,
Tirso Ornelas,SD,OF,FA,24,,,,,,,,,,,,,,,
James Triantos,CHC,2B,FA,22,,,,,,,,,,,,,,,
Carson Kelly,CHC,C,FA,30,,,,,,,,,,,,,,,
Aaron Schunk,COL,2B,FA,27,,,,,,,,,,,,,,,
Bryan De La Cruz,ATL,OF,FA,28,,,,,,,,,,,,,,,
Niko Kavadas,LAA,UT,FA,26,,,,,,,,,,,,,,,
Ben Rice,NYY,1B,FA,26,,,,,,,,,,,,,,,
Chase DeLauter,CLE,OF,FA,23,,,,,,,,,,,,,,,
Trey Lipscomb,WSH,3B,FA,24,,,,,,,,,,,,,,,
Luis Torrens,NYM,C,FA,28,,,,,,,,,,,,,,,
Garrett Stubbs,PHI,C,FA,31,,,,,,,,,,,,,,,
Jake Bauers,MIL,1B,FA,29,,,,,,,,,,,,,,,
Brett Wisely,SF,"2B,SS",FA,25,,,,,,,,,,,,,,,
Kristian Campbell,BOS,"2B,SS,OF",FA,22,,,,,,,,,,,,,,,
Zach DeLoach,CHW,OF,FA,26,,,,,,,,,,,,,,,
Scott Kingery,LAA,"2B,SS,OF",FA,30,,,,,,,,,,,,,,,
Daniel Johnson,BAL,OF,FA,29,,,,,,,,,,,,,,,
Spencer Jones,NYY,OF,FA,23,,,,,,,,,,,,,,,
Nicky Lopez,CHC,"2B,SS",FA,29,,,,,,,,,,,,,,,
Drake Baldwin,ATL,C,FA,23,,,,,,,,,,,,,,,
Estevan Florial,CLE,OF,FA,27,,,,,,,,,,,,,,,
Tyrone Taylor,NYM,OF,FA,31,,,,,,,,,,,,,,,
Leo Jimenez,TOR,"2B,SS",FA,23,,,,,,,,,,,,,,,
Jon Singleton,HOU,1B,FA,33,,,,,,,,,,,,,,,
Shay Whitcomb,HOU,3B,FA,26,,,,,,,,,,,,,,,
Adrian Del Castillo,ARI,C,FA,25,,,,,,,,,,,,,,,
Samuel Basallo,BAL,"C,1B",TBBC,20,,,,,,,,,,,,,,,
James Outman,LAD,OF,FA,27,,,,,,,,,,,,,,,
Gustavo Campero,LAA,"OF,UT",FA,27,,,,,,,,,,,,,,,
Tom Murphy,SF,C,FA,33,,,,,,,,,,,,,,,
Adam Frazier,PIT,"2B,OF",FA,33,,,,,,,,,,,,,,,
Yuli Gurriel,(N/A),1B,FA,40,,,,,,,,,,,,,,,
Nacho Alvarez,ATL,2B,FA,21,,,,,,,,,,,,,,,
Liover Peguero,PIT,SS,FA,24,,,,,,,,,,,,,,,
Graham Pauley,MIA,3B,FA,24,,,,,,,,,,,,,,,
Joey Loperfido,TOR,OF,FA,25,,,,,,,,,,,,,,,
Josh Palacios,PIT,OF,FA,29,,,,,,,,,,,,,,,
Austin Hedges,CLE,C,FA,32,,,,,,,,,,,,,,,
Enmanuel Valdez,PIT,2B,FA,26,,,,,,,,,,,,,,,
Akil Baddoo,DET,OF,FA,26,,,,,,,,,,,,,,,
Juan Yepez,WSH,1B,FA,27,,,,,,,,,,,,,,,
Adael Amador,COL,2B,FA,21,,,,,,,,,,,,,,,
Javier Sanoja,MIA,"OF,UT",FA,22,,,,,,,,,,,,,,,
Kevin Alcantara,CHC,OF,BBBB,22,,,,,,,,,,,,,,,
J.C. Escarra,NYY,"C,1B",FA,29,,,,,,,,,,,,,,,
Bobby Dalbec,CHW,1B,FA,29,,,,,,,,,,,,,,,
Eguy Rosario,SD,3B,FA,25,,,,,,,,,,,,,,,
Blaze Alexander,ARI,SS,FA,25,,,,,,,,,,,,,,,
Jhonny Pereda,ATH,C,FA,28,,,,,,,,,,,,,,,
Kyle Farmer,COL,"2B,3B",FA,34,,,,,,,,,,,,,,,
Austin Barnes,LAD,C,FA,35,,,,,,,,,,,,,,,
Andres Chaparro,WSH,UT,FA,25,,,,,,,,,,,,,,,
Casey Schmitt,SF,2B,FA,26,,,,,,,,,,,,,,,
Luke Maile,KC,C,FA,34,,,,,,,,,,,,,,,
Jonatan Clase,TOR,OF,FA,22,,,,,,,,,,,,,,,
Nick Yorke,PIT,2B,FA,22,,,,,,,,,,,,,,,
Carlos Narvaez,BOS,C,FA,26,,,,,,,,,,,,,,,
Oscar Gonzalez,SD,OF,FA,27,,,,,,,,,,,,,,,
Taylor Trammell,HOU,OF,FA,27,,,,,,,,,,,,,,,
Tyler Freeman,CLE,"OF,UT",FA,25,,,,,,,,,,,,,,,
Emmanuel Rivera,BAL,"1B,3B",FA,28,,,,,,,,,,,,,,,
Santiago Espinal,CIN,"2B,3B",FA,30,,,,,,,,,,,,,,,
Tsung-Che Cheng,PIT,"2B,SS",FA,23,,,,,,,,,,,,,,,
Dominic Smith,NYY,1B,FA,29,,,,,,,,,,,,,,,
Jorge Barrosa,ARI,OF,FA,24,,,,,,,,,,,,,,,
DJ Stewart,PIT,OF,FA,31,,,,,,,,,,,,,,,
Nelson Velazquez,KC,"OF,UT",FA,26,,,,,,,,,,,,,,,
Daniel Vogelbach,(N/A),UT,FA,32,,,,,,,,,,,,,,,
Nick Loftin,KC,2B,FA,26,,,,,,,,,,,,,,,
Yanquiel Fernandez,COL,OF,FA,22,,,,,,,,,,,,,,,
Miguel Sano,(N/A),3B,FA,31,,,,,,,,,,,,,,,
Tyler Locklear,SEA,1B,FA,24,,,,,,,,,,,,,,,
Billy Cook,PIT,"1B,OF",FA,26,,,,,,,,,,,,,,,
Alexander Canario,NYM,OF,FA,24,,,,,,,,,,,,,,,
Matt Thaiss,CHW,C,FA,29,,,,,,,,,,,,,,,
Ryan Noda,LAA,1B,FA,28,,,,,,,,,,,,,,,
Angel Martinez,CLE,"OF,UT",FA,23,,,,,,,,,,,,,,,
Trey Cabbage,(N/A),OF,FA,27,,,,,,,,,,,,,,,
J.D. Davis,LAA,1B,FA,31,,,,,,,,,,,,,,,
Nick Ahmed,TEX,SS,FA,34,,,,,,,,,,,,,,,
Alejo Lopez,(N/A),"2B,3B",FA,28,,,,,,,,,,,,,,,
Brady House,WSH,3B,FA,21,,,,,,,,,,,,,,,
Andruw Monasterio,MIL,"2B,3B",FA,27,,,,,,,,,,,,,,,
Drew Millas,WSH,C,FA,27,,,,,,,,,,,,,,,
Owen Caissie,CHC,OF,IRM,22,,,,,,,,,,,,,,,
Jacob Melton,HOU,OF,FA,24,,,,,,,,,,,,,,,
Luis Urias,ATH,3B,FA,27,,,,,,,,,,,,,,,
Jose Herrera,ARI,C,FA,28,,,,,,,,,,,,,,,
Blake Sabol,BOS,C,FA,27,,,,,,,,,,,,,,,
Samad Taylor,SEA,"OF,UT",FA,26,,,,,,,,,,,,,,,
Matt Carpenter,(N/A),UT,FA,39,,,,,,,,,,,,,,,
Grant McCray,SF,OF,FA,24,,,,,,,,,,,,,,,
Christian Moore,LAA,2B,FA,22,,,,,,,,,,,,,,,
Kody Clemens,PHI,1B,FA,28,,,,,,,,,,,,,,,
Nathan Lukes,TOR,OF,FA,30,,,,,,,,,,,,,,,
Joey Wendle,(N/A),2B,FA,34,,,,,,,,,,,,,,,
Cristian Pache,ARI,OF,FA,26,,,,,,,,,,,,,,,
Oliver Dunn,MIL,3B,FA,27,,,,,,,,,,,,,,,
Addison Barger,TOR,"3B,OF",FA,25,,,,,,,,,,,,,,,
Kyren Paris,LAA,2B,FA,23,,,,,,,,,,,,,,,
Marco Luciano,SF,"2B,SS",FA,23,,,,,,,,,,,,,,,
Aledmys Diaz,(N/A),SS,FA,34,,,,,,,,,,,,,,,
Weston Wilson,PHI,"OF,UT",FA,30,,,,,,,,,,,,,,,
Denzel Clarke,ATH,OF,FA,24,,,,,,,,,,,,,,,
Garrett Hampson,ARI,"2B,OF",FA,30,,,,,,,,,,,,,,,
Nick Martini,COL,UT,FA,34,,,,,,,,,,,,,,,
Moises Ballesteros,CHC,C,FA,21,,,,,,,,,,,,,,,
Nick Gordon,BAL,"OF,UT",FA,29,,,,,,,,,,,,,,,
Nick Allen,ATL,SS,FA,26,,,,,,,,,,,,,,,
Will Wagner,TOR,2B,FA,26,,,,,,,,,,,,,,,
Mike Ford,MIN,UT,FA,32,,,,,,,,,,,,,,,
Abraham Toro,BOS,3B,FA,28,,,,,,,,,,,,,,,
Elehuris Montero,(N/A),1B,FA,26,,,,,,,,,,,,,,,
Colby Thomas,ATH,OF,FA,24,,,,,,,,,,,,,,,
Owen Miller,COL,1B,FA,28,,,,,,,,,,,,,,,
Patrick Wisdom,(N/A),1B,FA,33,,,,,,,,,,,,,,,
Ben Gamel,HOU,OF,FA,32,,,,,,,,,,,,,,,
Jorbit Vivas,NYY,"2B,3B",FA,23,,,,,,,,,,,,,,,
Miles Mastrobuoni,SEA,3B,FA,29,,,,,,,,,,,,,,,
Dylan Carlson,BAL,OF,FA,26,,,,,,,,,,,,,,,
Alex Jackson,NYY,C,FA,29,,,,,,,,,,,,,,,
Luis Guillorme,HOU,2B,FA,30,,,,,,,,,,,,,,,
Niko Goodrum,SD,OF,FA,33,,,,,,,,,,,,,,,
Tyler Heineman,TOR,C,FA,33,,,,,,,,,,,,,,,
Zac Veen,COL,OF,FA,23,,,,,,,,,,,,,,,
Agustin Ramirez,MIA,"C,1B",FA,23,,,,,,,,,,,,,,,
Christian Bethancourt,TOR,C,FA,33,,,,,,,,,,,,,,,
Steward Berroa,TOR,OF,FA,25,,,,,,,,,,,,,,,
Blake Dunn,CIN,OF,FA,26,,,,,,,,,,,,,,,
Carson Williams,TB,SS,IRM,21,,,,,,,,,,,,,,,
Tyler Callihan,CIN,2B,FA,24,,,,,,,,,,,,,,,
Harry Ford,SEA,C,FA,22,,,,,,,,,,,,,,,
Greg Jones,COL,"OF,UT",FA,26,,,,,,,,,,,,,,,
Tristan Gray,CHW,"1B,3B",FA,28,,,,,,,,,,,,,,,
Edward Olivares,(N/A),OF,FA,28,,,,,,,,,,,,,,,
Matthew Lugo,LAA,OF,FA,23,,,,,,,,,,,,,,,
Nick Kurtz,ATH,1B,FA,21,,,,,,,,,,,,,,,
Osleivis Basabe,SF,SS,FA,24,,,,,,,,,,,,,,,
Johnathan Rodriguez,CLE,OF,FA,25,,,,,,,,,,,,,,,
Brandon Lockridge,SD,OF,FA,27,,,,,,,,,,,,,,,
Matt Duffy,(N/A),3B,FA,34,,,,,,,,,,,,,,,
Eric Haase,MIL,C,FA,32,,,,,,,,,,,,,,,
Alan Roden,TOR,OF,FA,25,,,,,,,,,,,,,,,
Rece Hinds,CIN,"OF,UT",FA,24,,,,,,,,,,,,,,,
Joe Mack,MIA,C,FA,22,,,,,,,,,,,,,,,
Reese McGuire,CHC,C,FA,30,,,,,,,,,,,,,,,
Cole Young,SEA,"2B,SS",IRM,21,,,,,,,,,,,,,,,
Jeferson Quero,MIL,C,FA,22,,,,,,,,,,,,,,,
Jose Azocar,NYM,OF,FA,28,,,,,,,,,,,,,,,
Luke Williams,ATL,2B,FA,28,,,,,,,,,,,,,,,
Garrett Cooper,ATL,1B,FA,34,,,,,,,,,,,,,,,
Jorge Alfaro,MIL,C,FA,31,,,,,,,,,,,,,,,
Zach Dezenzo,HOU,1B,FA,24,,,,,,,,,,,,,,,
Curtis Mead,TB,2B,FA,24,,,,,,,,,,,,,,,
Kyle McCann,ATH,C,FA,27,,,,,,,,,,,,,,,
Nick Sogard,BOS,2B,FA,27,,,,,,,,,,,,,,,
Alex Ramirez,SD,C,FA,23,,,,,,,,,,,,,,,
Logan Driscoll,TB,C,FA,27,,,,,,,,,,,,,,,
Ildemaro Vargas,ARI,"2B,3B",FA,33,,,,,,,,,,,,,,,
Chadwick Tromp,ATL,C,FA,29,,,,,,,,,,,,,,,
Cooper Bowman,CIN,"2B,OF",FA,25,,,,,,,,,,,,,,,
Jimmy Herron,MIL,OF,FA,28,,,,,,,,,,,,,,,
Jake Mangum,TB,OF,FA,28,,,,,,,,,,,,,,,
Dylan Beavers,BAL,OF,FA,23,,,,,,,,,,,,,,,
Tim Tawa,ARI,"1B,2B",FA,25,,,,,,,,,,,,,,,
Nick Madrigal,NYM,3B,FA,28,,,,,,,,,,,,,,,
Jose Barrero,STL,"SS,OF",FA,26,,,,,,,,,,,,,,,
Duke Ellis,NYY,OF,FA,27,,,,,,,,,,,,,,,
Harold Castro,KC,"2B,OF",FA,31,,,,,,,,,,,,,,,
Cal Mitchell,CHW,OF,FA,25,,,,,,,,,,,,,,,
Michael Helman,STL,"OF,UT",FA,28,,,,,,,,,,,,,,,
Curt Casali,ATL,C,FA,36,,,,,,,,,,,,,,,
Austin Shenton,SEA,1B,FA,27,,,,,,,,,,,,,,,
Ryan Bliss,SEA,2B,FA,25,,,,,,,,,,,,,,,
Carlos Rodriguez,ATL,OF,FA,24,,,,,,,,,,,,,,,
Braden Shewmake,NYY,SS,FA,27,,,,,,,,,,,,,,,
Yunior Severino,MIN,1B,FA,25,,,,,,,,,,,,,,,
Gabriel Rincones Jr.,PHI,OF,FA,24,,,,,,,,,,,,,,,
Stone Garrett,WSH,UT,FA,29,,,,,,,,,,,,,,,
Eddys Leonard,DET,"2B,SS",FA,24,,,,,,,,,,,,,,,
Matt Koperniak,STL,OF,FA,27,,,,,,,,,,,,,,,
Jared Oliva,MIL,OF,FA,29,,,,,,,,,,,,,,,
Gage Workman,CHC,"3B,SS",FA,25,,,,,,,,,,,,,,,
Ryan Vilade,STL,OF,FA,26,,,,,,,,,,,,,,,
Juan Brito,CLE,"1B,2B,3B",FA,23,,,,,,,,,,,,,,,
Eric Wagaman,MIA,3B,FA,27,,,,,,,,,,,,,,,
Bryce Johnson,PIT,OF,FA,29,,,,,,,,,,,,,,,
Corey Julks,CHW,OF,FA,29,,,,,,,,,,,,,,,
Liam Hicks,MIA,C,FA,25,,,,,,,,,,,,,,,
Leo Rivas,SEA,SS,FA,27,,,,,,,,,,,,,,,
Otto Kemp,PHI,"2B,3B",FA,25,,,,,,,,,,,,,,,
Ali Sanchez,TOR,C,FA,28,,,,,,,,,,,,,,,
Brewer Hicklen,MIL,OF,FA,29,,,,,,,,,,,,,,,
Jason Delay,PIT,C,FA,29,,,,,,,,,,,,,,,
Cal Stevenson,PHI,OF,FA,28,,,,,,,,,,,,,,,
Mickey Gasper,MIN,2B,FA,29,,,,,,,,,,,,,,,
Michael Stefanic,TOR,2B,FA,29,,,,,,,,,,,,,,,
Tyler Gentry,KC,OF,FA,26,,,,,,,,,,,,,,,
Nick Maton,CHW,3B,FA,28,,,,,,,,,,,,,,,
Cade Marlowe,SEA,OF,FA,27,,,,,,,,,,,,,,,
Gabriel Arias,CLE,3B,FA,25,,,,,,,,,,,,,,,
Andrew Velazquez,NYY,"2B,SS,OF",FA,30,,,,,,,,,,,,,,,
Omar Narvaez,CHW,C,FA,33,,,,,,,,,,,,,,,
Tucker Barnhart,TEX,C,FA,34,,,,,,,,,,,,,,,
RJ Schreck,TOR,OF,FA,24,,,,,,,,,,,,,,,
Rodolfo Castro,PHI,2B,FA,25,,,,,,,,,,,,,,,
Sam Haggerty,TEX,OF,FA,30,,,,,,,,,,,,,,,
Tim Elko,CHW,1B,FA,26,,,,,,,,,,,,,,,
Livan Soto,BAL,2B,FA,24,,,,,,,,,,,,,,,
Mike Brosseau,SD,1B,FA,30,,,,,,,,,,,,,,,
Caleb Knight,CHC,C,FA,29,,,,,,,,,,,,,,,
Aramis Garcia,ARI,C,FA,32,,,,,,,,,,,,,,,
Brett Harris,ATH,3B,FA,26,,,,,,,,,,,,,,,
David Bote,LAD,3B,FA,31,,,,,,,,,,,,,,,
Joey Wiemer,KC,OF,FA,26,,,,,,,,,,,,,,,
Luis Vazquez,BAL,SS,FA,25,,,,,,,,,,,,,,,
Christian Cairo,ATL,"2B,3B,SS",FA,23,,,,,,,,,,,,,,,
Max Muncy,ATH,SS,FA,22,,,,,,,,,,,,,,,
Tristin English,ARI,"1B,OF",FA,27,,,,,,,,,,,,,,,
George Valera,CLE,OF,FA,24,,,,,,,,,,,,,,,
Jake Lamb,SF,1B,FA,34,,,,,,,,,,,,,,,
Isaac Collins,MIL,"OF,UT",FA,27,,,,,,,,,,,,,,,
Max Stassi,SF,C,FA,33,,,,,,,,,,,,,,,
Darren Baker,WSH,2B,FA,26,,,,,,,,,,,,,,,
Jose Fermin,STL,3B,FA,25,,,,,,,,,,,,,,,
Nick Solak,PIT,OF,FA,30,,,,,,,,,,,,,,,
Alika Williams,PIT,2B,FA,25,,,,,,,,,,,,,,,
Buddy Kennedy,PHI,2B,FA,26,,,,,,,,,,,,,,,
Conner Capel,ATL,UT,FA,27,,,,,,,,,,,,,,,
Ryan Kreidler,DET,SS,FA,27,,,,,,,,,,,,,,,
Alan Trejo,TEX,2B,FA,28,,,,,,,,,,,,,,,
Jacob Amaya,CHW,SS,FA,26,,,,,,,,,,,,,,,
Vimael Machin,BAL,3B,FA,31,,,,,,,,,,,,,,,
Jahmai Jones,DET,"OF,UT",FA,27,,,,,,,,,,,,,,,
Bligh Madris,DET,1B,FA,29,,,,,,,,,,,,,,,
Brock Wilken,MIL,3B,FA,22,,,,,,,,,,,,,,,
Zack Short,HOU,3B,FA,29,,,,,,,,,,,,,,,
Charles Leblanc,ATL,3B,FA,28,,,,,,,,,,,,,,,
Brennen Davis,NYY,UT,FA,25,,,,,,,,,,,,,,,
Luken Baker,STL,UT,FA,27,,,,,,,,,,,,,,,
Jack Lopez,SEA,2B,FA,32,,,,,,,,,,,,,,,
Mason McCoy,SD,SS,FA,29,,,,,,,,,,,,,,,
Myles Straw,TOR,OF,FA,30,,,,,,,,,,,,,,,
Connor Kaiser,ARI,SS,FA,28,,,,,,,,,,,,,,,
Robert Hassell,WSH,OF,FA,23,,,,,,,,,,,,,,,
Bryce Teodosio,LAA,OF,FA,25,,,,,,,,,,,,,,,
David Villar,SF,1B,FA,28,,,,,,,,,,,,,,,
Rafael Ortega,NYM,OF,FA,33,,,,,,,,,,,,,,,
Justin Foscue,TEX,UT,FA,26,,,,,,,,,,,,,,,
Enrique Bradfield Jr.,BAL,OF,FA,23,,,,,,,,,,,,,,,
Eli White,ATL,OF,FA,30,,,,,,,,,,,,,,,
Nate Eaton,BOS,"3B,OF",FA,28,,,,,,,,,,,,,,,
Sam Huff,SF,C,FA,27,,,,,,,,,,,,,,,
Austin Wynns,CIN,C,FA,34,,,,,,,,,,,,,,,
CJ Alexander,ATH,3B,FA,28,,,,,,,,,,,,,,,
Blake Hunt,SEA,C,FA,26,,,,,,,,,,,,,,,
Andrew Knizner,WSH,C,FA,30,,,,,,,,,,,,,,,
Armando Alvarez,MIN,3B,FA,30,,,,,,,,,,,,,,,
Joey Meneses,NYM,1B,FA,32,,,,,,,,,,,,,,,
Rene Pinto,ARI,C,FA,28,,,,,,,,,,,,,,,
Raynel Delgado,MIL,"2B,3B",FA,24,,,,,,,,,,,,,,,
Dustin Harris,TEX,UT,FA,25,,,,,,,,,,,,,,,
Tomas Nido,DET,C,FA,30,,,,,,,,,,,,,,,
Riley Adams,WSH,C,FA,28,,,,,,,,,,,,,,,
Jordyn Adams,BAL,OF,FA,25,,,,,,,,,,,,,,,
Jakson Reetz,NYM,C,FA,29,,,,,,,,,,,,,,,
Nick Raposo,SEA,C,FA,26,,,,,,,,,,,,,,,
Diego Cartaya,MIN,C,FA,23,,,,,,,,,,,,,,,
David Banuelos,BAL,C,FA,28,,,,,,,,,,,,,,,
Jair Camargo,MIN,C,FA,25,,,,,,,,,,,,,,,
Alex Freeland,LAD,SS,FA,23,,,,,,,,,,,,,,,
Seby Zavala,BOS,C,FA,31,,,,,,,,,,,,,,,
Chuckie Robinson,LAA,C,FA,30,,,,,,,,,,,,,,,
Tre' Morgan,TB,1B,FA,22,,,,,,,,,,,,,,,
Chad Wallach,TEX,C,FA,33,,,,,,,,,,,,,,,
Nasim Nunez,WSH,SS,FA,24,,,,,,,,,,,,,,,
Jett Williams,NYM,SS,JCR,21,,,,,,,,,,,,,,,
Luis De Los Santos,NYM,3B,FA,26,,,,,,,,,,,,,,,
Jacob Hurtubise,CIN,OF,FA,27,,,,,,,,,,,,,,,
Jared Young,NYM,"3B,OF",FA,29,,,,,,,,,,,,,,,
Jonathan Ornelas,TEX,3B,FA,24,,,,,,,,,,,,,,,
Martin Maldonado,SD,C,FA,38,,,,,,,,,,,,,,,
Rafael Marchan,PHI,C,FA,26,,,,,,,,,,,,,,,
Hunter Feduccia,LAD,C,FA,27,,,,,,,,,,,,,,,
Cooper Hummel,HOU,OF,FA,30,,,,,,,,,,,,,,,
Cesar Salazar,HOU,C,FA,28,,,,,,,,,,,,,,,
Grae Kessinger,ARI,3B,FA,27,,,,,,,,,,,,,,,
Drew Gilbert,NYM,OF,FA,24,,,,,,,,,,,,,,,
Phil Clarke,TOR,C,FA,26,,,,,,,,,,,,,,,
Brett Sullivan,SD,C,FA,31,,,,,,,,,,,,,,,
Sandy Leon,ATL,C,FA,35,,,,,,,,,,,,,,,
Vinny Capra,MIL,3B,FA,28,,,,,,,,,,,,,,,
Donovan Walton,NYM,2B,FA,30,,,,,,,,,,,,,,,
Sam Abbott,(N/A),1B,FA,25,,,,,,,,,,,,,,,
Arnold Jay Abernathy,(N/A),2B,FA,19,,,,,,,,,,,,,,,
Brent Abernathy,WSH,2B,FA,0,,,,,,,,,,,,,,,
Abner Abreu,CLE,OF,FA,35,,,,,,,,,,,,,,,
Jesus Abreu,MIA,C,FA,19,,,,,,,,,,,,,,,
Juan Carlos Abreu,BOS,OF,FA,27,,,,,,,,,,,,,,,
Mike Abreu,ARI,2B,FA,31,,,,,,,,,,,,,,,
Nelfy Abreu,BOS,SS,FA,23,,,,,,,,,,,,,,,
Osvaldo Abreu,WSH,SS,FA,30,,,,,,,,,,,,,,,
William Abreu,(N/A),OF,FA,33,,,,,,,,,,,,,,,
Willie Abreu,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Jhorvic Abreus,CLE,SS,FA,19,,,,,,,,,,,,,,,
Andy Acevedo,WSH,OF,FA,19,,,,,,,,,,,,,,,
Eduardo Acevedo,TB,OF,FA,19,,,,,,,,,,,,,,,
Javier Acevedo,PIT,C,FA,18,,,,,,,,,,,,,,,
Stiven Acevedo,BAL,OF,FA,22,,,,,,,,,,,,,,,
Agustin Acosta,LAD,OF,FA,20,,,,,,,,,,,,,,,
Cristopher Acosta,MIL,SS,FA,17,,,,,,,,,,,,,,,
Jose Acosta,MIL,2B,FA,24,,,,,,,,,,,,,,,
Max Acosta,MIA,"2B,SS",FA,22,,,,,,,,,,,,,,,
Victor Acosta,CIN,"2B,SS",FA,20,,,,,,,,,,,,,,,
Cory Acton,(N/A),"2B,3B",FA,25,,,,,,,,,,,,,,,
Bryan Acuna,MIN,SS,FA,19,,,,,,,,,,,,,,,
Francisco Acuna,SD,2B,FA,25,,,,,,,,,,,,,,,
Travis Adair,TEX,2B,FA,37,,,,,,,,,,,,,,,
Josh Adamczewski,MIL,SS,FA,19,,,,,,,,,,,,,,,
Cristhian Adames,(N/A),SS,FA,33,,,,,,,,,,,,,,,
Yunelky Adames,PIT,1B,FA,34,,,,,,,,,,,,,,,
Brian Adams,SD,OF,FA,34,,,,,,,,,,,,,,,
Caleb Adams,LAA,OF,FA,32,,,,,,,,,,,,,,,
Luke Adams,MIL,"1B,3B",FA,20,,,,,,,,,,,,,,,
Matt Adams,(N/A),1B,FA,36,,,,,,,,,,,,,,,
Ryan Adams,LAD,"2B,3B",FA,37,,,,,,,,,,,,,,,
Trever Adams,TEX,OF,FA,36,,,,,,,,,,,,,,,
Corey Adamson,SD,OF,FA,33,,,,,,,,,,,,,,,
Daniel Adamson,HOU,OF,FA,37,,,,,,,,,,,,,,,
Bohan Adderley,NYM,OF,FA,18,,,,,,,,,,,,,,,
Chase Adkison,STL,C,FA,24,,,,,,,,,,,,,,,
Micker Adolfo,CHW,OF,FA,28,,,,,,,,,,,,,,,
Ross Adolph,HOU,OF,FA,28,,,,,,,,,,,,,,,
Jarren Advincula,(N/A),2B,FA,20,,,,,,,,,,,,,,,
Jonah Advincula,CLE,OF,FA,24,,,,,,,,,,,,,,,
Joe Aeilts,COL,OF,FA,27,,,,,,,,,,,,,,,
Juaner Aguasvivas,DET,1B,FA,35,,,,,,,,,,,,,,,
Carlos Aguiar,MIN,OF,FA,23,,,,,,,,,,,,,,,
Roinny Aguiar,PIT,2B,FA,20,,,,,,,,,,,,,,,
Osmel Aguila,PHI,OF,FA,35,,,,,,,,,,,,,,,
